,Timestamp,ensemble_optimization_score,single_best_optimization_score,single_best_train_score
0,2023-04-08 20:21:19.055533,0.09090909090909091,,
1,2023-04-08 20:21:37.674607,0.11110445561440446,,
38,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
39,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
40,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
41,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
42,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
43,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
44,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
45,2023-04-08 20:23:08.000000,0.11110445561440446,0.19128128812045853,0.6295980231270418
2,2023-04-08 20:23:11.245866,0.1930044197082386,0.19128128812045853,0.6295980231270418
3,2023-04-08 20:23:30.581019,0.1965572695224794,0.19128128812045853,0.6295980231270418
37,2023-04-08 20:23:51.000000,0.1965572695224794,0.18504413187366664,0.9970732677218793
4,2023-04-08 20:23:55.252247,0.20627843253488,0.18504413187366664,0.9970732677218793
5,2023-04-08 20:23:55.252247,0.20627843253488,0.18504413187366664,0.9970732677218793
36,2023-04-08 20:24:21.000000,0.20627843253488,0.16335589286578855,1.0
6,2023-04-08 20:24:46.493113,0.20769636387901505,0.16335589286578855,1.0
7,2023-04-08 20:26:59.740054,0.21076089093538836,0.16335589286578855,1.0
8,2023-04-08 20:30:15.607269,0.21432675151336048,0.16335589286578855,1.0
9,2023-04-08 20:31:35.336668,0.21477034140940462,0.16335589286578855,1.0
46,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
52,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
51,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
50,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
49,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
48,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
47,2023-04-08 20:32:28.000000,0.21477034140940462,0.21364034000437337,0.9846315065623813
10,2023-04-08 20:32:38.042287,0.2185734968553983,0.21364034000437337,0.9846315065623813
11,2023-04-08 20:32:38.042287,0.2185734968553983,0.21364034000437337,0.9846315065623813
69,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
66,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
68,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
71,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
67,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
65,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
70,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
77,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
73,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
95,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
94,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
93,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
92,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
91,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
90,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
89,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
88,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
87,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
86,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
72,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
85,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
83,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
82,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
81,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
80,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
79,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
78,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
64,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
76,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
75,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
74,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
84,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
63,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
53,2023-04-08 20:36:55.000000,0.2185734968553983,0.23874406787785152,0.797089314612694
