,Timestamp,ensemble_optimization_score,single_best_optimization_score,single_best_train_score
0,2023-04-08 12:10:55.906212,0.1,,
41,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
42,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
43,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
44,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
45,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
46,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
47,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
48,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
49,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
50,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
40,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
51,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
53,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
54,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
55,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
56,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
57,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
58,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
59,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
61,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
62,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
63,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
52,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
39,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
60,2023-04-08 12:11:04.000000,0.1,0.9749151816878471,1.0
1,2023-04-08 12:11:06.156191,0.9775288639951267,0.9749151816878471,1.0
2,2023-04-08 12:11:16.589388,0.977899234365497,0.9749151816878471,1.0
3,2023-04-08 12:11:16.589388,0.977899234365497,0.9749151816878471,1.0
4,2023-04-08 12:11:27.332369,0.9803990787641814,0.9749151816878471,1.0
5,2023-04-08 12:11:42.661058,0.9807694491345519,0.9749151816878471,1.0
